Unidade de Despesa;Grupo Orçamentário;Fonte de Recurso;Subfunção;Programa;Ação;Elemento;Dotação Inicial (R$);Dotação Atual (R$);Empenhado (R$);Liquidado (R$);Pago (R$);Pago Restos (R$)
17 - Faculdade de Medicina de Ribeirão Preto;179 - Convênios;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;339050 - Serviços de Utilidade Pública;0,00;41361,87;41361,87;41361,87;40996,04;816,60
17 - Faculdade de Medicina de Ribeirão Preto;179 - Convênios;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;449051 - Obras e instalações;0,00;0,00;0,00;0,00;0,00;0,00
17 - Faculdade de Medicina de Ribeirão Preto;179 - Convênios;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;449052 - Equipamentos e Material Permanente;0,00;45345,16;33719,66;33719,66;33719,66;24017,00
17 - Faculdade de Medicina de Ribeirão Preto;179 - Convênios;5 - Recursos vinculados Federais;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;339030 - Material de Consumo;0,00;0,00;0,00;0,00;0,00;0,00
23 - Faculdade de Odontologia;174 - Acréscimos Orc;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;339030 - Material de Consumo;0,00;0,00;0,00;0,00;0,00;0,00
6 - Faculdade de Saúde Pública;0 - Básica;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;339018 - Auxílio Financeiro a Estudantes;0,00;0,00;0,00;0,00;0,00;0,00
6 - Faculdade de Saúde Pública;0 - Básica;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
6 - Faculdade de Saúde Pública;0 - Básica;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;449052 - Equipamentos e Material Permanente;0,00;0,00;0,00;0,00;0,00;0,00
6 - Faculdade de Saúde Pública;179 - Convênios;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;339035 - Serviços de Consultoria;0,00;0,00;0,00;0,00;0,00;0,00
6 - Faculdade de Saúde Pública;179 - Convênios;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;339030 - Material de Consumo;0,00;0,00;0,00;0,00;0,00;0,00
6 - Faculdade de Saúde Pública;179 - Convênios;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;339033 - Passagens e despesas com Locomoção;0,00;0,00;0,00;0,00;0,00;0,00
6 - Faculdade de Saúde Pública;179 - Convênios;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;339035 - Serviços de Consultoria;0,00;0,00;0,00;0,00;0,00;0,00
6 - Faculdade de Saúde Pública;179 - Convênios;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;339036 - Outros Serviços de Terceiros - Pessoa Física;0,00;0,00;0,00;0,00;0,00;0,00
6 - Faculdade de Saúde Pública;179 - Convênios;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
6 - Faculdade de Saúde Pública;179 - Convênios;5 - Recursos vinculados Federais;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;339030 - Material de Consumo;0,00;0,00;0,00;0,00;0,00;0,00
6 - Faculdade de Saúde Pública;179 - Convênios;5 - Recursos vinculados Federais;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;339033 - Passagens e despesas com Locomoção;0,00;0,00;0,00;0,00;0,00;0,00
6 - Faculdade de Saúde Pública;179 - Convênios;5 - Recursos vinculados Federais;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;339035 - Serviços de Consultoria;0,00;0,00;0,00;0,00;0,00;1050,00
6 - Faculdade de Saúde Pública;179 - Convênios;5 - Recursos vinculados Federais;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;339036 - Outros Serviços de Terceiros - Pessoa Física;0,00;5226,60;5126,98;5126,98;5126,98;0,00
6 - Faculdade de Saúde Pública;179 - Convênios;5 - Recursos vinculados Federais;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;0 - Básica;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;339030 - Material de Consumo;0,00;0,00;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;0 - Básica;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;0 - Básica;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339014 - Diárias - Civil;0,00;30947,10;30947,10;30947,10;30947,10;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;0 - Básica;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339030 - Material de Consumo;0,00;2900602,95;2898845,12;2752008,93;2691367,92;3161941,88
61 - Hospital de Reabilitação de Anomalias Craniofaciais;0 - Básica;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339033 - Passagens e despesas com Locomoção;0,00;29467,06;29467,06;11734,26;10689,06;1711,67
61 - Hospital de Reabilitação de Anomalias Craniofaciais;0 - Básica;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339036 - Outros Serviços de Terceiros - Pessoa Física;0,00;2964,62;2964,62;2964,62;2964,62;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;0 - Básica;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339037 - Serviços Limpeza, Vigilância e Outros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;0 - Básica;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339039 - Outros Serviços de Terceiros - PJ;6042649,00;1442634,36;1400863,08;1217211,69;1164274,60;280717,66
61 - Hospital de Reabilitação de Anomalias Craniofaciais;0 - Básica;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339092 - Despesas de Exercícios Anteriores;0,00;309,92;309,92;309,92;309,92;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;0 - Básica;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;449052 - Equipamentos e Material Permanente;0,00;23925,00;23925,00;23925,00;23925,00;6680,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;0 - Básica;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339030 - Material de Consumo;0,00;2630724,10;2621597,10;1649179,31;1649179,31;3182008,01
61 - Hospital de Reabilitação de Anomalias Craniofaciais;0 - Básica;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339033 - Passagens e despesas com Locomoção;0,00;0,00;0,00;0,00;0,00;5533,07
61 - Hospital de Reabilitação de Anomalias Craniofaciais;0 - Básica;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;56774,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;0 - Básica;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;449052 - Equipamentos e Material Permanente;0,00;7099,00;7099,00;7099,00;7099,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;1 - Manutenção de Edifícios;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339030 - Material de Consumo;0,00;59780,98;59780,98;59780,98;59780,98;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;1 - Manutenção de Edifícios;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339039 - Outros Serviços de Terceiros - PJ;0,00;55614,95;54165,38;45715,38;44845,38;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;2 - Equipamentos de Segurança;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339030 - Material de Consumo;0,00;630,00;630,00;630,00;630,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;2 - Equipamentos de Segurança;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339039 - Outros Serviços de Terceiros - PJ;0,00;900,00;900,00;900,00;900,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;3 - Manutenção e Reposição de Equip. de Informática;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339039 - Outros Serviços de Terceiros - PJ;0,00;9811,00;9811,00;9811,00;9811,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;4 - Treinamento de Servidores;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339039 - Outros Serviços de Terceiros - PJ;0,00;6180,00;6180,00;6180,00;6180,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;174 - Acréscimos Orc;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339030 - Material de Consumo;0,00;20340,00;20340,00;20340,00;20340,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;174 - Acréscimos Orc;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339039 - Outros Serviços de Terceiros - PJ;0,00;21000,00;21000,00;21000,00;21000,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;174 - Acréscimos Orc;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;449052 - Equipamentos e Material Permanente;0,00;239444,00;239444,00;239444,00;237444,00;177380,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;179 - Convênios;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;449052 - Equipamentos e Material Permanente;0,00;0,00;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;179 - Convênios;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339030 - Material de Consumo;0,00;9064218,36;5863303,38;5731702,85;4615348,39;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;179 - Convênios;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339033 - Passagens e despesas com Locomoção;0,00;474,25;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;179 - Convênios;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339039 - Outros Serviços de Terceiros - PJ;0,00;1283284,27;84194,64;48565,22;35779,12;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;179 - Convênios;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;449052 - Equipamentos e Material Permanente;0,00;294141,18;175012,40;37377,40;7865,00;0,00
62 - Hospital Universitário;0 - Básica;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;339014 - Diárias - Civil;0,00;402,80;402,80;402,80;402,80;0,00
62 - Hospital Universitário;0 - Básica;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;339030 - Material de Consumo;0,00;7958973,55;7958973,55;7296963,64;6398909,16;1165942,24
62 - Hospital Universitário;0 - Básica;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;339033 - Passagens e despesas com Locomoção;0,00;0,00;0,00;0,00;0,00;0,00
62 - Hospital Universitário;0 - Básica;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;339035 - Serviços de Consultoria;0,00;1666279,43;1666279,43;1528692,23;1528298,75;359410,12
62 - Hospital Universitário;0 - Básica;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;339037 - Serviços Limpeza, Vigilância e Outros - PJ;0,00;7998,72;7998,72;7998,72;7998,72;0,00
62 - Hospital Universitário;0 - Básica;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;339039 - Outros Serviços de Terceiros - PJ;11370558,00;5506328,71;5506328,71;4644701,79;4528793,03;453405,82
62 - Hospital Universitário;0 - Básica;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;339092 - Despesas de Exercícios Anteriores;0,00;3289,09;3289,09;3289,09;3289,09;0,00
62 - Hospital Universitário;0 - Básica;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;449051 - Obras e instalações;0,00;0,00;0,00;0,00;0,00;0,00
62 - Hospital Universitário;0 - Básica;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;449052 - Equipamentos e Material Permanente;0,00;3760430,00;3760430,00;2998936,00;1969436,00;5120,00
62 - Hospital Universitário;0 - Básica;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;319016 - Outras Despesas variáveis - Pessoal Civil;0,00;0,00;0,00;0,00;0,00;0,00
62 - Hospital Universitário;0 - Básica;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;339014 - Diárias - Civil;0,00;0,00;0,00;0,00;0,00;0,00
62 - Hospital Universitário;0 - Básica;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;339030 - Material de Consumo;0,00;17438283,94;17395329,11;16630974,44;16012361,09;1195806,34
62 - Hospital Universitário;0 - Básica;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;339032 - Mat, Bem ou Serviço para Distr Gratuita;0,00;0,00;0,00;0,00;0,00;0,00
62 - Hospital Universitário;0 - Básica;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;339033 - Passagens e despesas com Locomoção;0,00;14525,64;14525,64;14525,64;14525,64;104,00
62 - Hospital Universitário;0 - Básica;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;339035 - Serviços de Consultoria;0,00;79466,00;79466,00;71486,00;71373,51;224,24
62 - Hospital Universitário;0 - Básica;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;339036 - Outros Serviços de Terceiros - Pessoa Física;0,00;0,00;0,00;0,00;0,00;0,00
62 - Hospital Universitário;0 - Básica;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;339037 - Serviços Limpeza, Vigilância e Outros - PJ;0,00;84597,20;84597,20;82367,20;82127,24;1119,82
62 - Hospital Universitário;0 - Básica;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;339039 - Outros Serviços de Terceiros - PJ;0,00;1566900,58;1566878,83;1518687,77;1496098,53;126577,44
62 - Hospital Universitário;0 - Básica;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;339092 - Despesas de Exercícios Anteriores;0,00;0,00;0,00;0,00;0,00;0,00
62 - Hospital Universitário;0 - Básica;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;1042 - Assistência Médica, Hospitalar e Ambulatorial em Hospitais Universitários;5274 - Assistência Médica, Hospitalar e Ambulatorial;449051 - Obras e instalações;0,00;2450,00;2450,00;2450,00;2058,00;0,00
