Unidade de Despesa;Grupo Orçamentário;Fonte de Recurso;Subfunção;Programa;Ação;Elemento;Dotação Inicial (R$);Dotação Atual (R$);Empenhado (R$);Liquidado (R$);Pago (R$);Pago Restos (R$)
6 - Faculdade de Saúde Pública;179 - Convênios;5 - Recursos vinculados Federais;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5274 - Assistência Médica, Hospitalar e Ambulatorial;339036 - Outros Serviços de Terceiros - Pessoa Física;0,00;0,00;0,00;0,00;0,00;0,00
6 - Faculdade de Saúde Pública;179 - Convênios;5 - Recursos vinculados Federais;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5274 - Assistência Médica, Hospitalar e Ambulatorial;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;0 - Básica;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5274 - Assistência Médica, Hospitalar e Ambulatorial;339030 - Material de Consumo;0,00;0,00;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;0 - Básica;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5274 - Assistência Médica, Hospitalar e Ambulatorial;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;0 - Básica;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339014 - Diárias - Civil;0,00;84000,00;84000,00;70402,58;70402,58;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;0 - Básica;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339030 - Material de Consumo;0,00;5124242,14;1304528,34;1057310,52;1030934,96;496296,43
61 - Hospital de Reabilitação de Anomalias Craniofaciais;0 - Básica;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339033 - Passagens e despesas com Locomoção;0,00;15000,00;13818,65;13068,26;13068,26;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;0 - Básica;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339035 - Serviços de Consultoria;0,00;0,00;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;0 - Básica;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339036 - Outros Serviços de Terceiros - Pessoa Física;0,00;1973,76;1480,32;1480,32;1480,32;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;0 - Básica;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339037 - Serviços Limpeza, Vigilância e Outros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;0 - Básica;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339039 - Outros Serviços de Terceiros - PJ;4986628,00;3729959,69;1148151,08;618468,24;602049,09;85183,48
61 - Hospital de Reabilitação de Anomalias Craniofaciais;0 - Básica;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339092 - Despesas de Exercícios Anteriores;0,00;0,00;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;0 - Básica;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;449051 - Obras e instalações;0,00;0,00;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;0 - Básica;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;449052 - Equipamentos e Material Permanente;0,00;0,00;0,00;0,00;0,00;8715,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;0 - Básica;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339030 - Material de Consumo;0,00;2091,00;0,00;0,00;0,00;176726,05
61 - Hospital de Reabilitação de Anomalias Craniofaciais;0 - Básica;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339033 - Passagens e despesas com Locomoção;0,00;0,00;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;0 - Básica;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339036 - Outros Serviços de Terceiros - Pessoa Física;0,00;0,00;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;0 - Básica;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339039 - Outros Serviços de Terceiros - PJ;0,00;800,00;800,00;800,00;800,00;188120,78
61 - Hospital de Reabilitação de Anomalias Craniofaciais;0 - Básica;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339093 - Indenizações e Restituições;0,00;0,00;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;0 - Básica;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;449052 - Equipamentos e Material Permanente;0,00;0,00;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;1 - Manutenção de Edifícios;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339030 - Material de Consumo;0,00;0,00;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;1 - Manutenção de Edifícios;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339039 - Outros Serviços de Terceiros - PJ;0,00;1004,14;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;2 - Equipamentos de Segurança;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339030 - Material de Consumo;0,00;0,00;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;2 - Equipamentos de Segurança;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;3 - Manutenção e Reposição de Equip. de Informática;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339030 - Material de Consumo;0,00;0,00;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;3 - Manutenção e Reposição de Equip. de Informática;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;4 - Treinamento de Servidores;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;31 - Serviços de Limpeza, Vigilância e Portarias;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339037 - Serviços Limpeza, Vigilância e Outros - PJ;0,00;120140,60;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;174 - Acréscimos Orc;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339030 - Material de Consumo;0,00;0,00;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;174 - Acréscimos Orc;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;174 - Acréscimos Orc;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;449052 - Equipamentos e Material Permanente;0,00;0,00;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;179 - Convênios;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5274 - Assistência Médica, Hospitalar e Ambulatorial;449052 - Equipamentos e Material Permanente;0,00;0,00;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;179 - Convênios;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339018 - Auxílio Financeiro a Estudantes;0,00;0,00;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;179 - Convênios;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339030 - Material de Consumo;0,00;130091,56;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;179 - Convênios;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339033 - Passagens e despesas com Locomoção;0,00;0,00;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;179 - Convênios;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339036 - Outros Serviços de Terceiros - Pessoa Física;0,00;0,00;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;179 - Convênios;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339039 - Outros Serviços de Terceiros - PJ;0,00;7440,34;0,00;0,00;0,00;11840,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;179 - Convênios;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339093 - Indenizações e Restituições;0,00;0,00;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;179 - Convênios;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;449052 - Equipamentos e Material Permanente;0,00;0,00;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;259 - Despesas com Transportes;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339030 - Material de Consumo;0,00;689,00;689,00;689,00;639,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;259 - Despesas com Transportes;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339033 - Passagens e despesas com Locomoção;0,00;0,00;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;259 - Despesas com Transportes;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339039 - Outros Serviços de Terceiros - PJ;0,00;3045,91;3045,91;3045,91;2615,91;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;400 - Apoio à Viagens Didáticas e Atividades de Campo;1 - Tesouro;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339039 - Outros Serviços de Terceiros - PJ;0,00;0,00;0,00;0,00;0,00;0,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;821 - SES/SP Integração SUS HRAC - 40799 - 223/2016;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339030 - Material de Consumo;0,00;7176421,74;7113877,39;4870927,83;4613730,23;956262,00
61 - Hospital de Reabilitação de Anomalias Craniofaciais;821 - SES/SP Integração SUS HRAC - 40799 - 223/2016;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339036 - Outros Serviços de Terceiros - Pessoa Física;0,00;45047,50;45047,50;40177,50;40177,50;5478,75
61 - Hospital de Reabilitação de Anomalias Craniofaciais;821 - SES/SP Integração SUS HRAC - 40799 - 223/2016;4 - Receita;302 - Assistência Hospitalar e Ambulatorial;930 - Atendimento Integral e Descentralizado no SUS/SP;5276 - Procedimentos de Alta Complexidade nas Áreas de Anomalias Craniofaciais/Deficiência Auditiva;339039 - Outros Serviços de Terceiros - PJ;0,00;587648,60;585871,08;372997,77;363028,25;0,00
